name,sex,total,d1950,d1960,d1970,d1980
Domenic,M,2880,803,764,593,720
Domenica,F,1117,196,256,368,297
Domenick,M,1465,440,410,306,309
Domenico,M,1302,97,322,507,376
Domenique,F,207,0,5,28,174
Domenique,M,48,0,0,5,43
Dominga,F,925,394,194,202,135
Domingo,M,6083,1634,1555,1567,1327
Dominic,F,544,0,31,159,354
Dominic,M,28630,3729,5061,7548,12292
Dominica,F,973,42,188,292,451
Dominick,F,93,0,6,16,71
Dominick,M,13140,3187,3103,2877,3973
Dominik,F,5,0,0,0,5
Dominik,M,259,0,0,57,202
Dominique,F,18541,208,945,2289,15099
Dominique,M,6161,42,197,839,5083
Dominque,F,1725,0,18,190,1517
Dominque,M,738,0,13,105,620
Domonic,F,43,0,0,10,33
Domonic,M,881,14,116,291,460
Domonick,M,265,0,13,67,185
Domonique,F,1976,0,33,184,1759
Domonique,M,491,0,0,55,436
Don,F,449,153,145,112,39
Don,M,65060,29452,22123,8496,4989
Dona,F,7272,3910,2247,792,323
Dona,M,45,33,7,0,5
Donaciano,M,218,45,42,73,58
Donal,F,5,0,5,0,0
Donal,M,1237,470,379,222,166
Donald,F,2477,751,762,582,382
Donald,M,579480,273574,172628,82435,50843
Donalda,F,204,119,70,15,0
Donalee,F,206,105,80,21,0
Donalyn,F,234,95,93,41,5
Donata,F,318,111,100,78,29
Donato,M,1036,252,277,252,255
Donavan,M,2179,166,329,744,940
Donavon,M,1602,198,307,527,570
Dondi,F,375,12,169,143,51
Dondi,M,706,89,363,178,76
Dondra,F,439,68,160,140,71
Dondra,M,15,0,0,0,15
Donel,F,30,5,7,18,0
Donel,M,337,96,88,91,62
Donell,F,530,127,180,147,76
Donell,M,3003,752,724,812,715
Donella,F,1133,312,305,333,183
Donelle,F,958,165,263,315,215
Donelle,M,199,0,11,70,118
Donesha,F,219,0,0,46,173
Donetta,F,1434,450,488,331,165
Donette,F,952,281,401,223,47
Doni,F,616,152,191,166,107
Doni,M,122,0,58,52,12
Donia,F,483,61,122,181,119
Donica,F,601,16,135,236,214
Donice,F,298,143,90,53,12
Doniel,F,7,0,0,7,0
Doniel,M,209,11,19,94,85
Donielle,F,1435,0,159,606,670
Donielle,M,91,0,0,46,45
Donise,F,308,71,125,90,22
Donisha,F,619,0,0,146,473
Donita,F,4132,1563,1321,827,421
Donivan,M,228,30,34,63,101
Donn,F,62,5,38,19,0
Donn,M,3451,1822,964,458,207
Donna,F,544192,270338,213468,47342,13044
Donna,M,1369,504,574,218,73
Donnald,M,289,157,95,30,7
Donnalee,F,372,192,147,11,22
Donnamarie,F,949,337,392,132,88
Donnel,F,47,0,32,10,5
Donnel,M,457,82,118,130,127
Donnell,F,843,184,295,248,116
Donnell,M,8993,1736,2326,2502,2429
Donnella,F,278,74,82,105,17
Donnelle,F,286,33,78,101,74
Donnelle,M,148,0,6,60,82
Donnetta,F,1203,248,399,331,225
Donnette,F,977,258,416,199,104
Donnia,F,258,116,113,29,0
Donnie,F,1895,960,540,273,122
Donnie,M,39355,17171,10890,7468,3826
Donnis,F,347,200,98,43,6
Donnis,M,241,127,38,53,23
Donnita,F,726,189,225,201,111
Donny,F,40,12,5,17,6
Donny,M,9291,2608,2436,2762,1485
Donold,M,356,164,138,49,5
Donovan,F,72,0,8,18,46
Donovan,M,10992,876,1813,3750,4553
Donta,F,79,0,0,59,20
Donta,M,1895,0,57,752,1086
Dontae,F,11,0,0,0,11
Dontae,M,1460,0,6,324,1130
Dontavious,M,220,0,0,0,220
Dontay,M,790,0,0,230,560
Donte,F,107,0,0,30,77
Donte,M,5198,0,124,1463,3611
Dontez,M,231,0,0,42,189
Dontrell,F,11,0,0,5,6
Dontrell,M,528,0,0,123,405
Donya,F,1438,71,455,640,272
Donya,M,74,0,0,44,30
Donyale,F,320,0,138,145,37
Donyale,M,79,0,10,54,15
Donyell,F,307,0,56,158,93
Donyell,M,308,0,5,198,105
Donyelle,F,249,0,19,130,100
Donyelle,M,15,0,0,15,0
Donzell,F,5,0,5,0,0
Donzell,M,564,128,118,169,149
Donzella,F,249,185,64,0,0
Dora,F,23022,9285,7418,3941,2378
Dora,M,94,38,33,18,5
Doran,F,50,19,10,5,16
Doran,M,1266,410,373,269,214
Dorathy,F,252,149,85,18,0
Dorcas,F,2259,796,710,419,334
Doreatha,F,438,221,163,35,19
Doree,F,419,135,163,86,35
Doreen,F,35060,16090,14669,3351,950
Doreen,M,53,15,38,0,0
Doreena,F,259,49,136,57,17
Doreene,F,214,117,90,7,0
Dorena,F,475,122,194,123,36
Dorenda,F,450,170,161,91,28
Dorene,F,4754,2152,1888,602,112
Doretha,F,3542,1833,1123,400,186
Dorethea,F,447,225,167,55,0
Doretta,F,1263,741,347,129,46
Dorette,F,205,86,74,45,0
Dori,F,4228,858,1662,1228,480
Doria,F,740,202,205,200,133
Dorian,F,2625,511,497,715,902
Dorian,M,5685,532,783,2114,2256
Doriann,F,286,50,110,87,39
Dorianne,F,399,91,122,113,73
Dorice,F,377,165,141,66,5
Dorie,F,1300,352,450,330,168
Dorie,M,5,5,0,0,0
Dorina,F,633,129,227,170,107
Dorinda,F,3711,1401,1459,642,209
Dorine,F,1158,525,406,176,51
Doris,F,68400,42898,18193,4842,2467
Doris,M,404,211,121,42,30
Dorise,F,207,117,73,12,5
Dorita,F,513,262,159,92,0
Dorla,F,232,133,94,5,0
Dorman,M,425,213,116,70,26
Dornell,M,240,67,60,54,59
Doron,M,319,12,37,131,139
Doroteo,M,268,72,66,72,58
Dorotha,F,255,166,84,5,0
Dorothea,F,6580,3008,2326,768,478
Dorothea,M,6,6,0,0,0
Dorothy,F,126293,74475,33011,11664,7143
Dorothy,M,415,237,132,24,22
Dorraine,F,230,10,196,24,0
Dorrie,F,781,297,297,145,42
Dorris,F,784,494,202,53,35
Dorris,M,205,123,58,24,0
Dorsey,F,305,122,103,57,23
Dorsey,M,1469,604,398,265,202
Dortha,F,531,325,149,35,22
Dorthea,F,998,350,329,179,140
Dorthey,F,219,138,81,0,0
Dorthy,F,3178,1828,795,343,212
Dory,F,718,176,207,232,103
Dory,M,119,11,27,60,21
Dottie,F,3548,1704,1122,494,228
Dotty,F,584,337,199,41,7
Doug,F,5,0,5,0,0
Doug,M,19546,5348,11892,1918,388
Douglas,F,1316,298,424,316,278
Douglas,M,390095,148205,134989,65155,41746
Douglass,F,5,5,0,0,0
Douglass,M,3274,1098,890,798,488
Dougles,M,213,69,101,33,10
Dov,M,756,94,123,242,297
Dove,F,212,14,76,78,44
Dove,M,5,0,5,0,0
Dovid,M,335,5,19,95,216
Dovie,F,975,421,298,151,105
Dow,M,392,153,149,61,29
Doy,F,5,5,0,0,0
Doy,M,209,101,77,26,5
Doyal,M,268,155,71,20,22
Doyce,M,238,157,68,13,0
Doyle,F,39,33,6,0,0
Doyle,M,10676,5079,3465,1462,670
Drake,M,2530,399,587,366,1178
Draper,M,255,0,0,125,130
Drayton,M,290,56,61,78,95
Dreama,F,1983,711,637,418,217
Drema,F,1746,890,537,231,88
Drena,F,423,139,144,85,55
Drenda,F,383,158,179,46,0
Drew,F,930,121,56,51,702
Drew,M,27426,3280,4386,4168,15592
Drexel,M,484,194,162,58,70
Dru,F,824,395,214,71,144
Dru,M,970,149,238,239,344
Drucilla,F,1067,632,246,125,64
Drue,F,216,81,64,5,66
Drue,M,451,59,113,129,150
Drusilla,F,1120,622,348,88,62
Duaine,M,423,189,125,96,13
Duan,M,382,25,72,153,132
Duana,F,542,112,157,201,72
Duane,F,389,128,134,95,32
Duane,M,65550,24144,23755,12404,5247
Duc,M,200,0,0,36,164
Dudley,F,6,6,0,0,0
Dudley,M,3600,1859,1039,411,291
Duff,M,330,177,117,36,0
Duffy,F,16,5,5,6,0
Duffy,M,423,136,122,133,32
Dujuan,M,670,0,46,249,375
Duke,M,2578,780,795,553,450
Dulce,F,1751,97,155,351,1148
Dulce,M,6,0,0,0,6
Dulcie,F,474,108,130,176,60
Duncan,M,5519,1783,1389,933,1414
Dung,F,224,0,0,34,190
Dung,M,373,0,0,70,303
Dupree,M,310,11,34,104,161
Duran,M,804,61,88,151,504
Durand,M,719,126,162,257,174
Durell,M,898,60,108,121,609
Duriel,M,216,0,0,57,159
Durinda,F,206,120,58,28,0
Duron,M,302,0,30,127,145
Durrell,M,1035,82,145,158,650
Durward,M,458,224,148,66,20
Durwin,M,567,221,164,119,63
Durwood,M,716,376,215,102,23
Dushawn,F,11,0,5,6,0
Dushawn,M,225,0,24,127,74
Dustan,M,1240,33,58,476,673
Dusten,M,753,0,9,203,541
Dusti,F,1196,0,59,542,595
Dusti,M,9,0,0,0,9
Dustie,F,611,0,13,290,308
Dustie,M,11,0,0,0,11
Dustin,F,1165,0,31,295,839
Dustin,M,125764,284,1594,26572,97314
Duston,M,775,6,25,250,494
Dusty,F,3475,170,277,1773,1255
Dusty,M,7076,707,749,1626,3994
Dustyn,F,46,0,0,12,34
Dustyn,M,666,0,0,137,529
Dutch,M,306,52,76,95,83
Duval,M,285,51,80,66,88
Duwayne,M,1879,644,639,394,202
Duy,M,392,0,0,28,364
Dvid,M,282,31,47,111,93
Dwain,M,4330,1698,1456,764,412
Dwaine,M,2444,930,760,488,266
Dwan,F,878,88,141,279,370
Dwan,M,800,83,127,302,288
Dwana,F,909,145,330,285,149
Dwanda,F,222,16,100,79,27
Dwane,M,1949,552,720,452,225
Dwanna,F,382,74,112,129,67
Dwayne,F,442,34,162,138,108
Dwayne,M,58541,7878,26788,14811,9064
Dwight,F,273,90,87,61,35
Dwight,M,46027,20848,13010,7003,5166
Dwyane,M,965,129,458,262,116
Dyan,F,1621,222,418,656,325
Dyan,M,5,0,0,0,5
Dyana,F,929,106,211,299,313
Dyane,F,295,103,78,71,43
Dyann,F,702,305,215,123,59
Dyanna,F,687,117,154,175,241
Dyanne,F,575,261,190,80,44
Dyke,M,206,100,82,24,0
Dylan,F,390,0,14,76,300
Dylan,M,18988,97,684,4036,14171
Dyron,M,299,0,50,134,115
Dywane,M,226,5,90,73,58
Eamon,M,764,23,127,209,405
Eamonn,M,309,5,34,69,201
Ean,M,596,0,11,188,397
Earl,F,532,179,155,129,69
Earl,M,71823,32653,20369,11404,7397
Earla,F,215,135,80,0,0
Earle,M,2130,1027,567,328,208
Earlean,F,556,391,133,32,0
Earleen,F,406,251,119,27,9
Earlene,F,4316,2615,1143,362,196
Earlie,F,149,121,28,0,0
Earlie,M,502,238,136,89,39
Earline,F,3235,1914,906,283,132
Early,F,76,64,12,0,0
Early,M,842,396,209,147,90
Earnest,F,252,137,77,33,5
Earnest,M,16781,7310,4515,2961,1995
Earnestine,F,4488,3066,1017,265,140
Earnie,F,8,8,0,0,0
Earnie,M,495,218,154,95,28
Eartha,F,1280,744,365,127,44
Eartha,M,5,5,0,0,0
Earvin,M,463,173,98,61,131
Easter,F,1066,522,286,152,106
Easton,F,6,0,0,0,6
Easton,M,257,6,18,25,208
Eben,F,6,0,0,0,6
Eben,M,1025,149,185,341,350
Ebone,F,595,0,0,53,542
Ebonee,F,863,0,0,139,724
Eboney,F,458,0,0,111,347
Eboni,F,3352,0,0,953,2399
Eboni,M,5,0,0,0,5
Ebonie,F,1650,0,0,413,1237
Ebony,F,25016,6,59,6688,18263
Ebony,M,378,0,0,177,201
Echo,F,1668,129,149,397,993
Ector,M,397,97,80,101,119
Ed,M,7653,2952,3779,608,314
Eda,F,618,276,153,97,92
Edd,M,678,329,190,98,61
Edda,F,214,107,74,33,0
Eddie,F,2780,1580,681,329,190
Eddie,M,97050,38598,30573,15871,12008
Eddy,F,135,60,33,24,18
Eddy,M,5995,2185,1803,1008,999
Edelmira,F,363,110,69,96,88
Edelmiro,M,302,66,87,83,66
Eden,F,2632,145,450,675,1362
Eden,M,484,37,106,121,220
Eder,M,325,0,0,0,325
Edgar,F,233,5,46,60,122
Edgar,M,33532,8634,6485,6805,11608
Edgard,M,611,27,124,165,295
Edgardo,M,2704,276,632,862,934
Edie,F,2673,519,1353,593,208
Edilberto,M,298,7,46,112,133
Edina,F,220,21,63,93,43
Edison,M,1735,543,434,337,421
Edith,F,31926,15478,9001,4251,3196
Edith,M,89,40,17,11,21
Edmon,M,271,91,62,68,50
Edmond,F,7,0,7,0,0
Edmond,M,8029,3112,2144,1549,1224
Edmund,F,5,0,0,5,0
Edmund,M,14878,6027,4335,2541,1975
Edmundo,M,1520,354,338,417,411
Edna,F,28691,15418,7698,3411,2164
Edna,M,48,24,19,5,0
Edra,F,265,135,63,56,11
Edric,M,465,30,71,188,176
Edrick,M,635,51,116,240,228
Edsel,M,960,448,234,138,140
Edson,M,712,150,119,153,290
Eduard,M,545,90,161,147,147
Eduardo,F,180,0,6,70,104
Eduardo,M,27334,2243,4969,8679,11443
Edvardo,M,216,7,33,54,122
Edward,F,2253,557,676,596,424
Edward,M,476564,188323,143984,83425,60832
Edwardo,M,4197,748,1172,1233,1044
Edwin,F,466,97,149,103,117
Edwin,M,74105,26213,20635,13354,13903
Edwina,F,6038,2187,2187,832,832
Edyth,F,211,127,79,5,0
Edythe,F,1125,622,352,117,34
Effie,F,3169,1483,798,586,302
Effie,M,7,0,0,7,0
Efraim,M,488,84,102,145,157
Efrain,F,29,0,0,16,13
Efrain,M,7742,1010,1578,2368,2786
Efrem,M,1203,98,612,312,181
Efren,M,2770,305,476,854,1135
Egbert,M,208,79,71,32,26
Ehren,F,12,0,0,7,5
Ehren,M,656,0,20,306,330
Eileen,F,75042,36570,24868,7915,5689
Eileen,M,160,78,58,17,7
Eilene,F,640,286,191,78,85
Einar,M,253,88,86,49,30
Eladio,M,877,162,202,240,273
Elaina,F,4516,388,954,1172,2002
Elaine,F,98589,54232,27466,9779,7112
Elaine,M,235,88,79,30,38
Elam,M,473,101,87,128,157
Elan,F,284,0,19,92,173
Elan,M,645,0,50,201,394
Elana,F,3368,204,879,953,1332
Elanda,F,246,22,88,99,37
Elane,F,364,150,114,56,44
Elayna,F,299,10,70,51,168
Elayne,F,1130,538,306,145,141
Elba,F,1804,516,533,421,334
Elba,M,24,8,10,6,0
Elbert,F,24,18,0,6,0
Elbert,M,7882,3507,2246,1338,791
Elda,F,1694,565,480,370,279
Elden,M,1184,525,335,193,131
Elder,M,208,59,30,49,70
Eldon,M,5399,2523,1370,924,582
Eldora,F,341,189,105,42,5
Eldred,M,837,331,250,151,105
Eldridge,M,1573,559,419,395,200
Eleana,F,308,31,60,73,144
Eleanor,F,22542,11065,5938,2750,2789
Eleanor,M,14,7,0,0,7
Eleanora,F,523,261,142,63,57
Eleanore,F,909,434,198,138,139
Elease,F,548,258,142,66,82
Eleazar,M,1437,196,271,380,590
Elecia,F,315,25,79,87,124
Electa,F,210,110,46,22,32
Electra,F,315,57,71,93,94
Elena,F,19779,3454,4744,5281,6300
Elena,M,56,0,0,13,43
Elene,F,336,111,97,79,49
Eleni,F,1570,100,239,469,762
Elenor,F,265,127,89,43,6
Elenora,F,281,155,78,31,17
Eleonora,F,213,17,55,92,49
Elesha,F,448,6,61,169,212
Eleuterio,M,319,80,63,89,87
Elexis,F,239,0,0,27,212
Elgin,M,1539,312,481,425,321
Eli,F,131,0,5,42,84
Eli,M,11734,1346,1323,3610,5455
Elia,F,2151,577,474,528,572
Elia,M,303,33,47,101,122
Eliabeth,F,242,0,28,80,134
Eliana,F,1429,0,71,150,1208
Eliana,M,17,0,0,0,17
Elias,F,47,5,0,24,18
Elias,M,10762,1547,1774,2962,4479
Eliazar,M,641,114,144,167,216
Eliberto,M,229,60,48,73,48
Elicia,F,2168,107,305,667,1089
Elida,F,2938,1042,671,625,600
Elidia,F,279,73,30,81,95
Elie,M,635,145,90,142,258
Eliezer,M,1870,153,250,524,943
Eligah,M,266,134,37,34,61
Eligio,M,628,117,146,181,184
Elijah,F,117,5,0,27,85
Elijah,M,14805,2314,1524,3400,7567
Elijio,M,266,73,72,58,63
Elin,F,503,138,109,111,145
Elina,F,392,37,64,110,181
Elinda,F,207,109,67,25,6
Elinor,F,1702,836,417,217,232
Elio,M,686,77,159,183,267
Eliot,F,5,0,0,0,5
Eliot,M,2367,528,581,504,754
Eliott,M,321,8,18,103,192
Elisa,F,21675,2720,6196,6020,6739
Elisa,M,99,0,15,26,58
Elisabet,F,534,0,36,171,327
Elisabeth,F,19060,2564,4272,4713,7511
Elisabeth,M,27,0,0,6,21
Elise,F,17668,3511,3688,2716,7753
Elise,M,26,0,0,0,26
Eliseo,M,2771,510,541,753,967
Elisha,F,8265,82,600,2742,4841
Elisha,M,2258,401,262,601,994
Elisheva,F,391,0,10,112,269
Elishia,F,428,7,31,138,252
Elisia,F,610,43,113,175,279
Elissa,F,8377,1283,1352,2465,3277
Elita,F,289,33,62,116,78
Eliud,M,457,42,97,152,166
Eliyahu,M,380,8,17,106,249
Eliza,F,6563,1057,1007,1725,2774
Eliza,M,27,10,0,0,17
Elizabet,F,919,15,93,165,646
Elizabeth,F,676393,165656,168920,142845,198972
Elizabeth,M,2539,366,545,628,1000
Elizabethann,F,228,20,58,43,107
Elizbeth,F,478,112,163,99,104
Elizebeth,F,1406,382,476,310,238
Elka,F,263,8,74,121,60
Elke,F,822,17,354,339,112
Ella,F,19886,11038,5176,2096,1576
Ella,M,47,28,19,0,0
Elle,F,206,0,0,13,193
Ellen,F,111201,55392,34146,11422,10241
Ellen,M,268,115,94,20,39
Ellena,F,475,118,123,115,119
Ellery,F,122,5,5,34,78
Ellery,M,1033,323,250,248,212
Elli,F,244,21,32,75,116
Elli,M,5,0,0,0,5
Ellice,F,225,69,47,24,85
Ellie,F,2452,542,576,567,767
Ellie,M,160,80,47,18,15
Elliot,F,45,0,5,0,40
Elliot,M,9504,1606,1482,1944,4472
Elliott,F,125,5,5,33,82
Elliott,M,11973,2382,2442,2387,4762
Ellis,F,269,106,62,29,72
Ellis,M,9744,3970,2596,1664,1514
Ellisa,F,362,27,117,108,110
Ellison,F,141,5,12,53,71
Ellison,M,531,149,132,102,148
Ellsworth,M,774,399,208,100,67
Ellwood,M,203,133,53,17,0
Elly,F,653,88,142,192,231
Elly,M,5,0,0,5,0
Ellyn,F,1821,744,490,248,339
Elma,F,2318,1139,654,329,196
Elma,M,20,20,0,0,0
Elmer,F,139,93,36,5,5
Elmer,M,14418,6881,3833,2137,1567
Elmira,F,631,332,180,87,32
Elmo,M,1400,691,376,202,131
Elmore,M,765,394,176,145,50
Elna,F,369,230,81,32,26
Elnora,F,2429,1339,646,262,182
Elodia,F,568,202,145,117,104
Elois,F,536,390,135,11,0
Eloisa,F,2001,459,456,550,536
Eloise,F,5724,3676,1305,429,314
Elon,F,75,17,5,21,32
Elon,M,398,43,42,117,196
Elona,F,360,120,103,90,47
Elonda,F,575,41,186,256,92
Elora,F,201,32,23,13,133
Elouise,F,1382,942,295,93,52
Eloy,M,3755,896,929,1020,910
Elpidio,M,369,98,80,96,95
Elroy,M,2166,834,703,377,252
Elsa,F,9888,2508,2746,2551,2083
Elsa,M,16,6,0,10,0
Elsbeth,F,201,43,26,21,111
Elsie,F,10389,5356,2564,1295,1174
Elsie,M,16,16,0,0,0
Elson,M,343,88,68,91,96
Elspeth,F,335,33,26,36,240
Elston,M,563,172,250,50,91
Elton,F,13,7,0,6,0
Elton,M,7275,2724,1630,1844,1077
Elva,F,5532,2282,1508,988,754
Elva,M,88,64,14,5,5
Elvera,F,395,229,110,39,17
Elvia,F,3842,863,938,989,1052
Elvia,M,5,5,0,0,0
Elvin,F,6,0,0,6,0
Elvin,M,5567,1830,1444,1197,1096
Elvina,F,396,149,97,65,85
Elvira,F,6504,2212,1725,1395,1172
Elvis,F,45,24,0,5,16
Elvis,M,7388,1970,1596,1879,1943
Elwin,M,947,483,224,127,113
Elwood,M,3176,1642,880,421,233
Elwyn,F,5,5,0,0,0
Elwyn,M,484,270,113,71,30
Ely,F,23,0,0,11,12
Ely,M,734,84,74,224,352
Elyce,F,417,113,95,55,154
Elysa,F,557,89,118,100,250
Elyse,F,7241,1188,836,763,4454
Elyse,M,14,0,0,0,14
Elysha,F,247,0,0,43,204
Elysia,F,1087,10,39,271,767
Elyssa,F,1191,13,116,266,796
Elza,F,84,11,27,32,14
Elza,M,227,125,63,27,12
Elzie,F,7,7,0,0,0
Elzie,M,698,330,190,108,70
Ema,F,391,74,55,114,148
Emalee,F,218,0,6,23,189
Eman,F,322,0,0,75,247
Eman,M,26,0,0,5,21
Emanuel,F,43,0,5,11,27
Emanuel,M,11799,2386,2153,2391,4869
Ember,F,836,17,71,285,463
Emelda,F,501,194,131,103,73
Emelia,F,759,189,134,126,310
Emelie,F,279,52,40,67,120
Emeline,F,312,75,69,72,96
Emely,F,586,19,48,151,368
Emerald,F,1160,31,42,152,935
Emerald,M,40,11,5,5,19
Emerson,M,3243,946,759,680,858
Emery,F,253,14,12,55,172
Emery,M,3877,1275,1095,735,772
Emi,F,465,19,48,141,257
Emiko,F,244,0,22,105,117
Emil,F,5,0,5,0,0
Emil,M,4900,1861,1266,963,810
Emile,F,192,25,12,34,121
Emile,M,1911,671,520,392,328
Emilee,F,2693,68,67,509,2049
Emiley,F,267,6,11,65,185
Emilia,F,3490,686,718,726,1360
Emiliano,M,1233,119,181,471,462
Emilie,F,5214,748,553,1267,2646
Emilie,M,7,0,0,0,7
Emilio,F,28,5,0,10,13
Emilio,M,7592,1387,1563,1957,2685
Emily,F,203774,12839,12332,46839,131764
Emily,M,694,14,5,148,527
Emma,F,36652,14613,6993,4665,10381
Emma,M,140,44,18,16,62
Emmalee,F,446,0,11,83,352
Emmaline,F,266,85,34,31,116
Emmanuel,F,121,0,0,13,108
Emmanuel,M,13934,787,1219,2157,9771
Emmeline,F,266,6,18,68,174
Emmet,M,665,222,167,144,132
Emmett,F,5,5,0,0,0
Emmett,M,7426,2988,2032,1334,1072
Emmette,M,233,104,70,42,17
Emmie,F,663,229,142,131,161
Emmit,M,521,214,138,96,73
Emmitt,M,2071,860,560,392,259
Emmy,F,1301,224,158,391,528
Emory,F,105,16,5,11,73
Emory,M,3849,1440,1132,682,595
Emy,F,281,16,53,97,115
Ena,F,901,194,244,287,176
Encarnacion,M,282,104,62,75,41
Endia,F,342,10,10,114,208
Enedelia,F,504,180,140,128,56
Enedina,F,1198,374,291,262,271
Eneida,F,622,117,218,163,124
Enid,F,2246,799,684,493,270
Enjoli,F,630,0,0,126,504
Ennifer,F,208,0,6,82,120
Ennis,F,28,23,5,0,0
Ennis,M,932,335,239,236,122
Enoch,M,2203,588,455,604,556
Enola,F,588,359,152,62,15
Enos,M,988,294,198,238,258
Enrico,M,2061,395,521,659,486
Enrigue,M,507,90,104,144,169
Enrique,F,188,5,14,86,83
Enrique,M,20820,2829,4200,6166,7625
Enriqueta,F,569,203,140,143,83
Enza,F,285,11,86,134,54
Enzo,M,355,15,82,143,115
Ephraim,M,1525,228,258,439,600
Ephriam,M,236,46,66,73,51
Epifanio,M,764,209,171,203,181
Equilla,F,218,85,55,44,34
Era,F,530,248,129,104,49
Eraina,F,232,21,69,89,53
Eran,F,77,0,0,40,37
Eran,M,322,0,31,140,151
Erasmo,M,1776,424,383,471,498
Erek,M,336,0,13,134,189
Erendira,F,320,0,0,88,232
Eriberto,M,1034,69,192,318,455
Eric,F,3626,149,656,1344,1477
Eric,M,621228,53295,152222,211481,204230
Erica,F,150616,1537,6325,49595,93159
Erica,M,806,0,14,269,523
Ericca,F,348,0,22,153,173
Erice,F,30,0,0,5,25
Erice,M,220,0,57,96,67
Erich,F,27,0,0,7,20
Erich,M,7749,800,1946,2643,2360
Ericia,F,358,0,5,158,195
Erick,F,183,0,10,79,94
Erick,M,20401,938,3295,7167,9001
Ericka,F,14104,155,995,6731,6223
Ericka,M,40,0,0,16,24
Erickson,M,235,6,11,85,133
Erie,F,148,80,35,17,16
Erie,M,1448,227,379,510,332
Erik,F,508,0,72,174,262
Erik,M,85664,2450,14770,32094,36350
Erika,F,67375,890,5323,24310,36852
Erika,M,401,0,8,118,275
Erikka,F,555,0,25,207,323
Erin,F,203651,4382,15570,67888,115811
Erin,M,6240,209,948,2881,2202
Erina,F,298,5,19,125,149
Erinn,F,2067,0,200,815,1052
Erinn,M,106,0,7,61,38
Erle,M,230,120,81,24,5
Erlene,F,463,282,110,28,43
Erlinda,F,2151,991,572,329,259
Erma,F,6659,3916,1719,639,385
Erma,M,5,5,0,0,0
Ermalinda,F,207,85,73,49,0
Ermelinda,F,778,222,283,164,109
Erminia,F,378,138,95,70,75
Erna,F,649,379,181,70,19
Ernest,F,658,195,203,153,107
Ernest,M,94564,39680,26892,16756,11236
Ernestina,F,2371,770,613,562,426
Ernestine,F,10117,5653,2913,999,552
Ernestine,M,16,16,0,0,0
Ernesto,F,87,0,11,35,41
Ernesto,M,18199,2861,3604,5079,6655
Ernie,F,83,69,14,0,0
Ernie,M,9070,3380,3116,1541,1033
Ernst,M,701,208,182,149,162
Erol,M,282,37,93,51,101
Eron,F,117,0,6,69,42
Eron,M,608,10,90,273,235
Erric,M,252,18,73,114,47
Errica,F,309,0,22,170,117
Errick,M,863,57,154,387,265
Errin,F,607,0,45,304,258
Errin,M,201,0,27,116,58
Errol,M,4455,1197,1293,1064,901
Erroll,M,598,210,187,106,95
Erron,F,15,0,0,15,0
Erron,M,435,0,58,190,187
Erskine,M,853,324,207,213,109
Ervin,F,32,8,7,6,11
Ervin,M,10437,4287,2758,1776,1616
Erving,M,299,102,47,47,103
Erwin,F,13,7,0,0,6
Erwin,M,5113,1759,1452,913,989
Eryka,F,204,0,0,40,164
Eryn,F,1722,13,63,511,1135
Eryn,M,35,0,0,7,28
Erynn,F,286,0,0,98,188
Esau,M,663,155,114,149,245
Esequiel,M,1211,221,212,378,400
Esmeralda,F,11388,1092,1615,3898,4783
Esmeralda,M,89,0,0,27,62
Esperanza,F,5351,1500,1232,1317,1302
Esperanza,M,10,0,0,0,10
Essence,F,998,0,0,182,816
Essie,F,3752,2274,892,355,231
Essie,M,157,115,20,7,15
Esta,F,586,309,143,82,52
Esteban,M,7536,608,1035,2301,3592
Estee,F,321,0,0,130,191
Estee,M,5,5,0,0,0
Estefana,F,231,70,43,59,59
Estefania,F,264,0,0,0,264
Estel,F,15,10,5,0,0
Estel,M,344,182,106,45,11
Estela,F,3607,1007,802,929,869
Estell,F,284,164,68,39,13
Estell,M,49,33,11,5,0
Estella,F,7463,3380,2083,1200,800
Estella,M,10,5,5,0,0
Estelle,F,4050,1930,1077,589,454
Ester,F,4241,1584,1184,746,727
Ester,M,135,90,22,12,11
Estevan,M,2308,184,274,614,1236
Esther,F,41995,15766,10111,7299,8819
Esther,M,154,42,28,19,65
Estill,M,273,104,98,59,12
Eston,M,385,119,109,55,102
Estrella,F,1282,116,120,309,737
Estrellita,F,439,98,79,99,163
Ethan,F,35,0,0,0,35
Ethan,M,17945,553,1601,5301,10490
Ethel,F,18281,11544,4691,1499,547
Ethel,M,86,56,30,0,0
Ethelene,F,257,180,77,0,0
Ethelyn,F,343,226,100,17,0
Etienne,F,28,0,0,6,22
Etienne,M,466,50,97,145,174
Etta,F,4638,2480,1463,458,237
Eudora,F,305,114,90,56,45
Eufemia,F,229,88,66,42,33
Eugena,F,832,165,237,269,161
Eugene,F,681,198,189,170,124
Eugene,M,104686,48281,29311,16534,10560
Eugenia,F,10468,3362,3317,2360,1429
Eugenia,M,10,0,5,5,0
Eugenie,F,903,452,211,155,85
Eugenio,M,2116,406,540,602,568
Eugina,F,331,26,99,107,99
Eula,F,3479,2194,845,301,139
Eula,M,7,7,0,0,0
Eulalia,F,736,240,193,170,133
Eulalio,M,572,145,118,170,139
Eulogio,M,317,97,77,77,66
Eun,F,204,11,23,75,95
Eun,M,5,0,0,0,5
Eunice,F,10488,4494,2642,1669,1683
Eunice,M,145,91,20,24,10
Eureka,F,691,5,103,375,208
